Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/03/13 18:00:00,08/03/13 19:00:00,14.1214777777778
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/03/13 18:00:00,08/03/13 19:00:00,28.2429555555556
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/03/13 20:00:00,08/03/13 21:00:00,26.9492888888889
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/03/13 20:00:00,08/03/13 21:00:00,13.4746444444444
AmazonDynamoDB,StandardStorage,TimedStorage-ByteHrs,,08/03/13 21:00:00,08/03/13 22:00:00,34731917.2653067
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/03/13 21:00:00,08/03/13 22:00:00,27.4266888888889
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/03/13 21:00:00,08/03/13 22:00:00,13.7133444444444
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/03/13 23:00:00,08/04/13 00:00:00,29.1249388888889
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/03/13 23:00:00,08/04/13 00:00:00,14.5624694444444
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/04/13 00:00:00,08/04/13 01:00:00,27.4379222222222
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/04/13 00:00:00,08/04/13 01:00:00,13.7189611111111
AmazonDynamoDB,StandardStorage,TimedStorage-ByteHrs,,08/04/13 01:00:00,08/04/13 02:00:00,35465525.1025656
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/04/13 01:00:00,08/04/13 02:00:00,27.80115
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/04/13 01:00:00,08/04/13 02:00:00,13.900575
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/04/13 03:00:00,08/04/13 04:00:00,29.4597333333333
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/04/13 03:00:00,08/04/13 04:00:00,14.7298666666667
AmazonDynamoDB,CommittedThroughput,ReadCapacityUnit-Hrs,,08/04/13 04:00:00,08/04/13 05:00:00,29.5362
AmazonDynamoDB,CommittedThroughput,WriteCapacityUnit-Hrs,,08/04/13 04:00:00,08/04/13 05:00:00,14.7681

